Index,Identifier,Semester_Year,Completed_ALL_PRE,Duplicates_PRE,PRE_STARTDATE,PRE_ENDDATE,PRE_TIME,PRE_SCHOOL,PRE_INSTR_UA,PRE_INSTR_STANFORD,PRE_INSTR_VASSAR,PRE_INSTR_AUSTINCC,PRE_INSTR_UIUC,PRE_INSTR_PIMA,PRE_PCCCRS,PRE_Q18,PRE_Q18_complete,PRE_Q18CF,PRE_Q31,PRE_Q31_complete,PRE_Q31CF,PRE_Q15,PRE_Q15_complete,PRE_Q15CF,PRE_Q32,PRE_Q32_complete,PRE_Q32CF,PRE_POP_GRAPH,PRE_Q12,PRE_Q12_complete,PRE_Q12CF,PRE_Q13,PRE_Q13_complete,PRE_Q13CF,PRE_Q14,PRE_Q14_complete,PRE_Q14CF,PST_RECIPE,PRE_Q5,PRE_Q5_complete,PRE_Q5CF,PRE_Q6,PRE_Q6_complete,PRE_Q6CF,PRE_Q7,PRE_Q7_complete,PRE_Q7CF,PRE_TABLE,PRE_Q26,PRE_Q26_complete,PRE_Q26CF,PRE_Q27,PRE_Q27_complete,PRE_Q27CF,PRE_Q23,PRE_Q23_complete,PRE_Q23CF,PRE_Q25,PRE_Q25_complete,PRE_Q25CF,PRE_ERRORGRAPH,PRE_Q29,PRE_Q29_complete,PRE_Q29CF,PRE_Q30,PRE_Q30_complete,PRE_Q30CF,PRE_Q10,PRE_Q10_complete,PRE_Q10CF,PRE_Q11,PRE_Q11_complete,PRE_Q11CF,PRE_Q28,PRE_Q28_complete,PRE_Q28CF,PRE_Q19,PRE_Q19_complete,PRE_Q19CF,PRE_POLL_TEXT,PRE_Q20,PRE_Q20_complete,PRE_Q20CF,PRE_Q21,PRE_Q21_complete,PRE_Q21CF,PRE_Q33,PRE_Q33_complete,PRE_Q33CF,PRE_Q34,PRE_Q34_complete,PRE_Q34CF,PRE_Q35,PRE_Q35_complete,PRE_Q35CF,PRE_Q3,PRE_Q3_complete,PRE_Q3CF,PRE_Q16,PRE_Q16_complete,PRE_Q16CF,PRE_DIFF,PRE_FREQEN,PRE_CALC,PRE_DAILYM,PRE_DAILYG,PRE_ATT_1,PRE_ATT_2,PRE_ATT_3,PRE_ATT_4,PRE_LK1,REV_PRE_LK1,PRE_LK2,REV_PRE_LK2,PRE_LK3,REV_PRE_LK3,PRE_LK3_Duplicate,PRE_LK4,REV_PRE_LK4,PRE_LK5,REV_PRE_LK5,PRE_PREVMT,PRE_MOREMT,PRE_MORESC,PRE_WHYCS_1,PRE_WHYCS_2,PRE_WHYCS_3,PRE_WHYCS_4,PRE_WHYCS_5,PRE_WHYCS_6,PRE_WHYCS_7,PRE_WHYCS_7_TEXT,PRE_YEAR,PRE_YEAR_OTHER_TEXT,PRE_MAJOR_HUM,PRE_MAJOR_ARTS,PRE_MAJOR_SOCSCI,PRE_MAJOR_EDU,PRE_MAJOR_SCI,PRE_MAJOR_EMC,PRE_MAJOR_BUS,PRE_MAJOR_HEALTH,PRE_MAJOR_TRADE,PRE_MAJOR_JOUR,PRE_MAJOR_GEN,PRE_MAJOR_UND,PRE_MAJOR_OTHER,PRE_MAJOR_OTHER_TEXT,PRE_WHYMAJ_1,PRE_WHYMAJ_2,PRE_WHYMAJ_3,PRE_WHYMAJ_4,PRE_WHYMAJ_5,PRE_WHYMAJ_6,PRE_WHYMAJ_7,PRE_WHYMAJ_8,PRE_WHYMAJ_8_TEXT,PRE_AGE,PRE_GENDER,PRE_RACE_AA,PRE_RACE_AS,PRE_RACE_CAUC,PRE_RACE_HIS,PRE_RACE_NA,PRE_RACE_OTHER,PRE_RACE_OTHER_TEXT,PRE_RACE_PNTS,PRE_DIS_PHYS,PRE_DIS_PHYS_TEXT,PRE_DIS_COG,PRE_DIS_COG_TEXT,PRE_DIS_LEARN,PRE_DIS_LEARN_TEXT,PRE_DIS_Prefer_Not_Say,PRE_HSUS,PRE_ELEM_WHERE,PRE_MIDDLE_WHERE,PRE_HS_WHERE,PRE_EFFORT,PRE_Q31_scored,PRE_Q15_scored,PRE_Q32_scored,PRE_Q12_scored,PRE_Q13_scored,PRE_Q14_scored,PRE_Q5_scored,PRE_Q6_scored,PRE_Q7_scored,PRE_Q26_scored,PRE_Q27_scored,PRE_Q23_scored,PRE_Q29_scored,PRE_Q30_scored,PRE_Q10_scored,PRE_Q11_scored,PRE_Q28_scored,PRE_Q19_scored,PRE_Q20_scored,PRE_Q21_scored,PRE_Q33_scored,PRE_Q34_scored,PRE_Q35_scored,PRE_Q3_scored,PRE_Q16_scored,PRE_SCORE,PRE_Compete_total_percent,PRE_CF_Total,PRE_CF_Mean,PRE_AGE_NEW,PRE_DIFF_REV,PRE_ATT_1_REV,PRE_ATT_2_REV,PRE_ATT_3_REV,PRE_ATT_4_REV,FAC1_1,FAC2_1,FAC3_1,ZPR_1,ZRE_1,STEM_MAJOR,WHYCS_COMP,MAJOR_COMP,WHYMAJ_COMP,RACE_COMP,DIS_COMP
1707,STUDENT 1707,3,1,0,1/20/16 16:03,1/20/16 16:44,41,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,1,1,3,1,3,1,4,2,1,4,4,1,1,1,2,1,4,3,1,4,5,1,1,1,2,1,4,3,1,3,4,1,2,999,0,999,1,1,1,4,4,1,4,3,1,1,4,1,1,3,1,1,2,1,1,1,2,1,2,3,1,3,3,1,2,2,1,1,2,1,1,2,1,2,3,1,2,3,3,5,1,2,3,3,3,3,2,3,2,3,2,3,999,2,3,2,3,2,1,3,1,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,13,1,63,2.52,2,3,2,2,2,2,-0.167390472,-0.565711014,-0.93213719,-0.648668968,0.407749086,0,2,1,1,1,0
1708,STUDENT 1708,3,1,0,1/21/16 11:52,1/21/16 12:16,24,1,16,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,4,1,4,1,1,2,3,1,1,1,4,1,2,3,1,4,3,1,3,1,2,1,4,4,1,2,3,1,1,999,0,999,1,3,1,2,2,1,2,2,1,4,2,1,1,2,1,4,2,1,4,1,2,1,1,3,1,1,3,1,4,4,1,4,1,1,3,2,1,4,2,1,4,2,1,3,2,1,3,1,2,1,1,4,1,4,1,4,999,1,4,2,3,2,2,3,1,0,1,0,0,0,0,999,2,999,0,0,0,0,0,0,0,1,0,0,0,0,0,999,0,1,0,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,13,1,73,2.92,2,4,2,4,3,4,1.361588508,-0.568503742,-0.784803451,0.187550371,-0.431678504,0,2,1,1,1,0
1709,STUDENT 1709,1,1,0,1/20/15 13:13,1/20/15 13:31,18,1,17,999,999,999,999,999,999,4,1,3,2,1,2,3,1,3,4,1,2,1,4,1,3,2,1,3,4,1,1,1,1,1,4,3,1,1,2,1,1,1,2,1,4,3,1,1,3,1,1,1,1,3,1,3,1,1,5,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,1,1,4,1,1,3,1,1,4,1,1,2,1,1,2,1,1,3,3,5,3,1,3,2,4,3,3,2,2,3,1,4,1,1,4,999,999,1,3,3,1,0,0,0,0,0,0,999,2,999,0,0,0,1,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,1,999,0,1,999,999,999,3,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,13,1,39,1.56,2,3,2,3,1,2,-1.253259613,0.845789731,0.703439005,-1.303421584,1.065013736,0,1,1,3,1,1
1710,STUDENT 1710,1,1,0,1/18/15 21:49,1/18/15 22:52,63,1,17,999,999,999,999,999,999,4,1,1,3,1,4,3,1,4,4,1,3,1,3,1,4,2,1,3,2,1,3,1,1,1,4,3,1,4,1,1,4,1,2,1,4,2,1,2,3,1,3,1,1,2,1,1,1,4,4,1,4,4,1,3,2,1,3,3,1,2,2,1,4,1,2,1,1,1,1,1,3,1,3,4,1,3,4,1,3,2,1,4,2,1,3,3,1,3,2,1,4,2,3,4,2,3,2,3,2,3,2,2,3,999,999,2,3,1,0,1,0,0,0,1,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,1,1,1,1,0,0,1,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,13,1,80,3.2,2,3,1,3,2,1,-0.085832937,-0.697721378,0.44607583,-0.579098518,0.337911721,0,2,1,5,1,0
1711,STUDENT 1711,3,1,0,1/14/16 17:16,1/14/16 17:54,38,1,20,999,999,999,999,999,999,999,0,999,3,1,2,3,1,3,1,1,4,1,3,1,3,4,1,1,2,1,2,1,1,1,2,3,1,4,5,1,1,1,4,1,4,3,1,3,3,1,3,999,0,999,1,1,1,3,1,1,3,2,1,1,2,1,1,2,1,3,4,1,1,1,4,1,3,5,1,4,2,1,2,4,1,2,3,1,2,2,1,1,2,1,3,3,1,4,2,1,2,1,2,3,2,3,2,3,1,4,999,2,3,2,3,3,2,3,1,0,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,13,1,61,2.44,2,3,3,4,3,2,0.021968042,-0.183579593,-0.967971428,0.488104769,-0.733386014,0,1,1,1,1,0
1712,STUDENT 1712,1,1,0,1/20/15 16:49,1/20/15 17:18,29,1,21,999,999,999,999,999,999,2,1,4,4,1,2,3,1,4,4,1,3,1,3,1,4,1,1,3,3,1,2,1,2,1,3,2,1,2,1,1,2,1,2,1,4,3,1,4,2,1,3,2,1,2,1,3,1,3,4,1,3,3,1,3,1,1,1,2,1,2,2,1,4,1,2,1,3,3,1,4,3,1,3,4,1,4,1,1,1,2,1,3,3,1,1,4,3,4,2,3,2,2,2,1,2,3,2,3,1,4,2,1,4,999,999,2,3,3,0,1,1,0,0,1,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,1,0,0,0,0,0,0,999,2,2,0,1,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,5,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,13,1,71,2.84,2,2,3,3,3,4,-0.285500755,1.015116147,-0.125203068,0.585449976,-0.831104697,0,3,1,2,1,0
1713,STUDENT 1713,3,1,0,1/21/16 21:14,1/21/16 21:41,27,1,25,999,999,999,999,999,999,999,0,999,1,1,2,3,1,3,2,1,3,1,4,1,3,1,1,3,3,1,1,1,2,1,3,3,1,3,4,1,2,1,2,1,4,3,1,3,3,1,2,999,0,999,1,1,1,3,4,1,4,3,1,1,3,1,2,2,1,2,3,1,1,1,4,1,2,3,1,1,3,1,4,4,1,3,3,1,3,2,1,3,2,1,3,3,2,2,3,2,2,2,3,3,2,3,2,3,1,4,999,2,3,2,3,3,1,2,0,1,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,13,1,64,2.56,2,3,3,3,2,2,-0.401467776,0.610360205,1.216489565,-0.099396524,-0.143630705,0,1,1,4,1,0
1714,STUDENT 1714,3,1,0,2/9/16 19:17,2/9/16 19:37,20,1,32,999,999,999,999,999,999,999,0,999,3,1,2,3,1,4,4,1,4,1,3,1,4,1,1,4,4,1,2,1,2,1,2,3,1,2,3,1,2,1,2,1,2,3,1,2,3,1,2,999,0,999,1,2,1,1,2,1,2,2,1,3,2,1,1,2,1,2,2,1,4,1,2,1,1,3,1,2,2,1,2,2,1,2,1,1,3,2,1,3,3,1,3,2,3,2,1,1,1,1,4,1,2,3,2,3,2,3,999,2,3,2,3,5,0,1,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,0,1,0,999,0,0,0,0,0,0,1,0,999,2,1,0,1,0,0,0,0,999,0,0,999,0,999,0,999,1,2,thailand,england,england,2,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,13,1,61,2.44,2,4,4,4,1,4,-0.031116674,0.012380483,-2.442351997,-0.889805426,0.649810692,0,1,1,1,1,1
1715,STUDENT 1715,1,1,0,1/20/15 20:38,1/20/15 21:16,38,1,39,999,999,999,999,999,999,4,1,1,5,1,3,3,1,4,4,1,4,1,3,1,4,2,1,4,3,1,4,1,2,1,4,3,1,4,3,1,1,1,2,1,4,2,1,3,1,1,3,1,1,1,1,1,1,4,2,1,4,3,1,3,3,1,3,3,1,3,2,1,1,1,4,1,3,1,1,3,3,1,3,2,1,4,1,1,1,2,1,4,2,1,4,3,3,5,3,0,4,1,3,3,1,4,1,4,2,3,2,2,3,999,999,1,3,2,0,1,1,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,0,1,1,0,0,0,0,0,999,2,2,1,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,13,1,82,3.28,2,3,1,4,2,2,0.922068672,-0.356906569,0.016766205,0.008851606,-0.252294141,0,2,1,2,2,0
1716,STUDENT 1716,3,1,0,2/2/16 22:41,2/2/16 22:59,18,1,47,999,999,999,999,999,999,999,0,999,3,1,3,3,1,4,1,1,4,1,4,1,4,2,1,3,3,1,2,1,3,1,4,4,1,3,4,1,2,1,2,1,4,4,1,1,4,1,3,999,0,999,1,3,1,2,4,1,3,2,1,4,1,1,3,2,1,4,2,1,3,1,2,1,3,2,1,4,3,1,3,2,1,2,2,1,2,2,1,2,1,1,3,4,2,3,2,1,2,1,2,2,2,3,2,3,1,4,999,1,4,2,3,3,2,3,0,1,1,1,1,0,0,999,2,999,0,0,0,0,0,0,0,0,1,0,0,0,0,999,1,1,1,1,1,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,13,1,75,3,2,2,3,4,3,3,-0.116624313,0.335392406,1.240507354,-0.125186949,-0.117741332,0,4,1,5,1,0
1717,STUDENT 1717,3,1,0,1/26/16 14:11,1/26/16 14:44,33,1,48,999,999,999,999,999,999,999,0,999,2,1,3,3,1,4,4,1,2,1,3,1,3,1,1,2,3,1,1,1,2,1,4,3,1,4,3,1,2,1,2,1,4,2,1,1,4,1,2,999,0,999,1,2,1,4,1,1,4,5,1,2,2,1,1,3,1,1,3,1,3,1,4,1,4,3,1,3,3,1,2,4,1,1,1,1,2,2,1,4,2,1,2,3,3,5,2,1,3,1,2,3,1,4,2,3,1,4,999,2,3,1,4,2,2,3,0,1,1,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,1,it shouldn't be boring,2,2,0,0,1,0,0,0,999,0,0,999,1,999,0,999,0,1,999,999,999,3,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,13,1,65,2.6,2,3,2,4,3,2,0.587386098,-0.183162333,-1.591680416,-0.084639788,-0.158444056,0,2,1,1,1,1
1718,STUDENT 1718,1,1,0,1/20/15 21:30,1/20/15 21:40,10,1,50,999,999,999,999,999,999,4,1,2,3,1,2,3,1,3,2,1,2,1,3,1,1,3,1,1,3,1,1,1,2,1,3,3,1,1,3,1,1,1,2,1,1,3,1,1,2,1,1,2,1,3,1,3,1,1,3,1,1,2,1,2,3,1,2,2,1,2,2,1,3,1,2,1,1,3,1,1,2,1,1,4,1,1,5,1,4,3,1,3,2,1,1,4,3,5,1,1,4,3,4,4,3,2,2,3,2,3,2,2,3,999,999,1,2,2,0,1,1,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,13,1,41,1.64,2,2,1,2,1,1,-1.193888797,-0.745046307,-0.776036366,-1.282587486,1.044099706,0,2,1,1,1,1
1719,STUDENT 1719,1,1,0,1/20/15 13:14,1/20/15 13:38,24,2,999,999,999,999,999,1,1,4,1,1,5,1,4,3,1,4,1,1,4,1,4,1,4,1,1,4,5,1,4,1,2,1,2,3,1,4,3,1,2,1,3,1,4,1,1,4,1,1,2,1,1,1,1,1,1,4,4,1,4,2,1,4,1,1,4,2,1,4,2,1,4,1,2,1,3,5,1,4,3,1,4,4,1,4,3,1,4,2,1,4,2,1,4,2,4,3,3,3,2,2,2,2,1,4,3,2,1,4,1,1,4,999,999,2,2,2,1,0,1,0,0,0,0,999,2,999,0,0,0,0,0,0,1,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,0,0,0,999,1,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,12,1,93,3.72,2,4,3,3,3,3,0.199655172,1.575424803,-1.037564826,-0.233747681,-0.274053184,0,2,1,1,1,0
1720,STUDENT 1720,3,1,0,2/1/16 20:09,2/1/16 20:29,20,15,999,999,999,999,2,999,999,999,0,999,1,1,3,3,1,3,3,1,2,1,3,1,3,2,1,3,3,1,2,1,3,1,2,2,1,1,3,1,1,1,2,1,3,3,1,2,1,1,3,999,0,999,1,1,1,3,2,1,2,2,1,3,2,1,2,3,1,1,2,1,3,1,3,1,2,3,1,2,3,1,3,4,1,3,3,1,3,2,1,2,2,1,2,3,1,3,0,1,4,3,3,3,2,3,2,3,2,3,999,3,2,2,3,3,1,1,0,1,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,0,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,12,1,59,2.36,2,3,1,2,2,2,-0.080160421,-2.313756233,0.690834929,-0.604308158,0.097928991,0,1,1,3,1,0
1721,STUDENT 1721,1,1,0,2/5/15 14:15,2/5/15 14:33,18,1,2,999,999,999,999,999,999,4,1,1,3,1,3,3,1,4,4,1,4,1,3,1,3,3,1,3,2,1,2,1,2,1,3,3,1,3,2,1,4,1,2,1,1,4,1,1,2,1,2,3,1,3,1,2,1,3,3,1,3,2,1,4,1,1,3,4,1,1,2,1,4,1,2,1,3,2,1,3,1,1,3,4,1,4,4,1,3,3,1,4,2,1,4,3,4,5,3,2,1,1,3,2,1,4,1,4,2,3,3,1,4,999,999,1,2,1,0,1,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,12,1,75,3,2,3,4,4,2,3,0.780793592,1.286510507,0.40154633,0.027425507,-0.536228392,0,1,1,3,1,0
1722,STUDENT 1722,1,1,0,2/3/15 12:41,2/3/15 13:05,24,1,2,999,999,999,999,999,999,4,1,2,1,1,3,3,1,3,2,1,2,1,4,1,3,1,1,3,1,1,1,1,2,1,3,3,1,4,4,1,1,1,2,1,3,3,1,2,1,1,3,1,1,2,1,3,1,2,4,1,1,3,1,2,1,1,2,2,1,3,2,1,3,1,1,1,1,3,1,1,2,1,1,2,1,3,1,1,3,2,1,2,2,1,3,3,5,4,2,1,4,2,2,3,2,3,2,3,1,4,1,1,4,999,999,2,3,2,0,1,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,999,2,2,0,0,0,1,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,12,1,58,2.32,2,3,1,3,3,2,-0.130646483,0.350571265,-0.93483745,-0.608171969,0.101807626,0,1,1,1,1,0
1723,STUDENT 1723,1,1,0,2/2/15 10:58,2/2/15 11:21,23,1,7,999,999,999,999,999,999,4,1,3,3,1,1,1,1,2,3,1,2,1,3,1,4,2,1,2,1,1,2,1,3,1,2,2,1,2,3,1,2,1,3,1,2,3,1,2,4,1,2,2,1,3,1,2,1,2,3,1,2,2,1,2,3,1,2,2,1,2,3,1,2,1,2,1,2,2,1,2,3,1,2,4,1,2,3,1,2,2,1,2,2,1,2,3,1,4,1,1,4,4,4,4,3,2,3,2,2,3,1,3,2,999,999,4,1,1,0,1,1,0,1,1,0,999,2,999,0,0,0,0,0,0,0,0,0,0,1,1,0,999,0,0,0,0,0,0,1,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,3,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,12,1,51,2.04,2,3,1,1,1,1,-1.383994472,-1.420713644,-2.228209259,-1.51138489,1.008485827,0,4,2,1,1,1
1724,STUDENT 1724,1,1,0,1/21/15 18:41,1/21/15 19:01,20,1,9,999,999,999,999,999,999,4,1,2,3,1,3,2,1,3,4,1,3,1,3,1,2,2,1,3,3,1,3,1,1,1,3,2,1,3,3,1,3,1,2,1,3,1,1,3,3,1,3,1,1,2,1,1,1,3,2,1,3,2,1,3,1,1,3,2,1,3,2,1,3,1,2,1,3,4,1,3,3,1,3,3,1,3,5,1,3,2,1,3,2,1,3,3,3,3,1,0,4,4,2,3,2,3,2,3,2,3,2,2,3,999,999,2,2,1,0,0,0,0,1,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,1,0,0,999,1,0,0,0,0,0,0,0,999,2,1,1,0,0,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,12,1,74,2.96,2,3,1,1,3,2,0.210915067,-1.718934313,-0.864393298,-0.668635015,0.162502646,0,1,1,1,1,0
1725,STUDENT 1725,1,1,0,1/23/15 0:01,1/23/15 0:12,11,1,9,999,999,999,999,999,999,4,1,2,1,1,3,3,1,3,4,1,3,1,1,1,3,2,1,3,2,1,3,1,2,1,3,2,1,3,3,1,3,1,2,1,3,1,1,2,2,1,3,2,1,2,1,2,1,3,2,1,3,1,1,3,2,1,3,2,1,3,1,1,3,1,4,1,3,3,1,3,3,1,3,4,1,3,3,1,3,2,1,3,2,1,3,3,4,5,2,2,3,1,2,3,2,3,2,3,2,3,2,2,3,999,999,2,2,2,1,0,1,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,1,1,999,999,999,5,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,12,1,74,2.96,2,3,2,4,3,2,-0.192552818,0.721382963,0.563215058,0.442419947,-0.952815006,0,2,1,3,1,1
1726,STUDENT 1726,1,1,0,1/17/15 10:41,1/17/15 10:53,12,1,9,999,999,999,999,999,999,4,1,3,3,1,4,3,1,4,2,1,2,1,3,1,4,2,1,2,2,1,2,1,3,1,2,3,1,4,5,1,1,1,2,1,4,2,1,1,4,1,2,2,1,3,1,3,1,2,3,1,1,4,1,3,3,1,2,2,1,3,2,1,4,1,1,1,2,4,1,2,2,1,2,4,1,2,4,1,1,2,1,1,3,1,3,4,1,3,1,0,4,2,3,3,3,2,2,3,2,3,2,2,3,999,999,3,1,2,0,1,1,0,1,1,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,1,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,12,1,60,2.4,2,2,1,3,2,2,-0.864128885,-1.270330853,1.432648055,-1.250932828,0.747034511,0,4,1,4,1,0
1727,STUDENT 1727,1,1,0,1/17/15 14:21,1/17/15 14:38,17,1,9,999,999,999,999,999,999,4,1,2,3,1,1,3,1,1,4,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,4,1,3,2,1,3,1,3,1,1,3,1,1,3,1,3,4,1,3,2,1,1,2,1,3,2,1,3,3,1,5,1,0,4,3,3,3,3,2,2,3,2,3,2,3,2,999,999,2,1,2,0,1,0,0,0,0,0,999,2,999,0,0,1,0,0,0,0,0,0,0,0,0,0,999,1,1,1,0,0,0,0,0,999,2,2,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,12,1,43,1.72,2,3,1,2,2,2,-0.871291382,-1.781208727,0.68828742,-1.428442795,0.925225515,0,1,1,3,1,0
1728,STUDENT 1728,3,1,0,1/25/16 20:38,1/25/16 21:05,27,1,10,999,999,999,999,999,999,999,0,999,3,1,4,3,1,4,4,1,4,1,3,1,4,4,1,4,3,1,2,1,2,1,4,3,1,4,2,1,3,1,2,1,4,1,1,3,2,1,3,999,0,999,1,1,1,3,4,1,4,2,1,3,2,1,1,1,1,4,2,1,3,1,3,1,2,1,1,3,4,1,4,4,1,4,1,1,4,1,1,4,2,1,4,1,3,4,2,2,3,2,2,3,1,4,1,4,1,4,999,1,4,1,4,2,3,2,0,1,0,0,0,0,0,999,2,999,0,0,0,0,0,0,0,0,0,0,1,0,0,999,1,1,0,0,0,0,0,0,999,2,1,0,0,1,0,0,0,999,0,0,999,0,999,0,999,0,1,999,999,999,4,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,12,1,86,3.44,2,5,2,3,3,2,1.454485503,-0.113349296,-0.221301005,0.730793038,-1.242294474,0,1,1,2,1,0
